Timestamp,t_ns,source,t_rx_ns,t_unity_ns,offset_ns,seq,label,detail
2026-09-21 21:39:53.114355100,1790026793114355100,rx,1790026793114355100,1790026792475166600,,1,session_start,anchor_unix_ns=1790026792468788100;stopwatch_hz=10000000;unity=6000.3.24f1;udp=10.43.40.81:5005
2026-09-21 21:39:53.377710900,1790026793377710900,unity+offset,1790026793378646800,1790026792740854100,636856800,2,sequence_start,reps=5;gestures=4;initial_rest_s=5;countdown_s=3;hold_s=3;rest_s=5
2026-09-21 21:39:53.378156300,1790026793378156300,unity+offset,1790026793379586700,1790026792741299500,636856800,3,rest_start,reason=initial;trial=-1;rep=-1;gesture_idx=-1;gesture=none
2026-09-21 21:40:32.693593,1790026832693593000,unity+offset,1790026832699641900,1790026832058580300,635012700,4,gesture_show,trial=0;rep=0;gesture_idx=0;gesture=Sonrisa
2026-09-21 21:40:32.693818500,1790026832693818500,unity+offset,1790026832700788000,1790026832058805800,635012700,5,countdown_3,trial=0;rep=0;gesture_idx=0;gesture=Sonrisa
2026-09-21 21:40:33.695139200,1790026833695139200,unity+offset,1790026833700639600,1790026833060126500,635012700,6,countdown_2,trial=0;rep=0;gesture_idx=0;gesture=Sonrisa
2026-09-21 21:40:34.695250100,1790026834695250100,unity+offset,1790026834699682000,1790026834060237400,635012700,7,countdown_1,trial=0;rep=0;gesture_idx=0;gesture=Sonrisa
2026-09-21 21:40:35.695510600,1790026835695510600,unity+offset,1790026835700936500,1790026835060497900,635012700,8,hold_start,trial=0;rep=0;gesture_idx=0;gesture=Sonrisa
2026-09-21 21:40:38.698170300,1790026838698170300,unity+offset,1790026838702019800,1790026838063157600,635012700,9,rest_start,reason=after_gesture;trial=0;rep=0;gesture_idx=0;gesture=Sonrisa
2026-09-21 21:40:43.698756300,1790026843698756300,unity+offset,1790026843703320200,1790026843063743600,635012700,10,gesture_show,trial=1;rep=0;gesture_idx=1;gesture=Disgusto
2026-09-21 21:40:43.698821,1790026843698821000,unity+offset,1790026843703857400,1790026843063808300,635012700,11,countdown_3,trial=1;rep=0;gesture_idx=1;gesture=Disgusto
2026-09-21 21:40:44.699517600,1790026844699517600,unity+offset,1790026844704115300,1790026844064504900,635012700,12,countdown_2,trial=1;rep=0;gesture_idx=1;gesture=Disgusto
2026-09-21 21:40:45.700305700,1790026845700305700,unity+offset,1790026845709998800,1790026845065293000,635012700,13,countdown_1,trial=1;rep=0;gesture_idx=1;gesture=Disgusto
2026-09-21 21:40:46.700726800,1790026846700726800,unity+offset,1790026846703799300,1790026846065714100,635012700,14,hold_start,trial=1;rep=0;gesture_idx=1;gesture=Disgusto
2026-09-21 21:40:49.702523900,1790026849702523900,unity+offset,1790026849707646300,1790026849067511200,635012700,15,rest_start,reason=after_gesture;trial=1;rep=0;gesture_idx=1;gesture=Disgusto
2026-09-21 21:40:54.705195600,1790026854705195600,unity+offset,1790026854709427300,1790026854070182900,635012700,16,gesture_show,trial=2;rep=0;gesture_idx=2;gesture=Sorprendido
2026-09-21 21:40:54.705271400,1790026854705271400,unity+offset,1790026854710130900,1790026854070258700,635012700,17,countdown_3,trial=2;rep=0;gesture_idx=2;gesture=Sorprendido
2026-09-21 21:40:55.706716500,1790026855706716500,unity+offset,1790026855713875900,1790026855071703800,635012700,18,countdown_2,trial=2;rep=0;gesture_idx=2;gesture=Sorprendido
2026-09-21 21:40:56.707409700,1790026856707409700,unity+offset,1790026856715346600,1790026856072397000,635012700,19,countdown_1,trial=2;rep=0;gesture_idx=2;gesture=Sorprendido
2026-09-21 21:40:57.708505,1790026857708505000,unity+offset,1790026857711770200,1790026857073492300,635012700,20,hold_start,trial=2;rep=0;gesture_idx=2;gesture=Sorprendido
2026-09-21 21:41:00.711274700,1790026860711274700,unity+offset,1790026860717794800,1790026860076262000,635012700,21,rest_start,reason=after_gesture;trial=2;rep=0;gesture_idx=2;gesture=Sorprendido
2026-09-21 21:41:05.714233800,1790026865714233800,unity+offset,1790026865723440800,1790026865079221100,635012700,22,gesture_show,trial=3;rep=0;gesture_idx=3;gesture=Triste
2026-09-21 21:41:05.714306400,1790026865714306400,unity+offset,1790026865725127400,1790026865079293700,635012700,23,countdown_3,trial=3;rep=0;gesture_idx=3;gesture=Triste
2026-09-21 21:41:06.716144200,1790026866716144200,unity+offset,1790026866721543700,1790026866081131500,635012700,24,countdown_2,trial=3;rep=0;gesture_idx=3;gesture=Triste
2026-09-21 21:41:07.718952500,1790026867718952500,unity+offset,1790026867723423100,1790026867083939800,635012700,25,countdown_1,trial=3;rep=0;gesture_idx=3;gesture=Triste
2026-09-21 21:41:08.719396400,1790026868719396400,unity+offset,1790026868724144200,1790026868084383700,635012700,26,hold_start,trial=3;rep=0;gesture_idx=3;gesture=Triste
2026-09-21 21:41:11.720648900,1790026871720648900,unity+offset,1790026871724693100,1790026871085636200,635012700,27,rest_start,reason=after_gesture;trial=3;rep=0;gesture_idx=3;gesture=Triste
2026-09-21 21:41:16.722553500,1790026876722553500,unity+offset,1790026876727410900,1790026876087540800,635012700,28,gesture_show,trial=4;rep=1;gesture_idx=0;gesture=Sonrisa
2026-09-21 21:41:16.722639800,1790026876722639800,unity+offset,1790026876729289200,1790026876087627100,635012700,29,countdown_3,trial=4;rep=1;gesture_idx=0;gesture=Sonrisa
2026-09-21 21:41:17.724719400,1790026877724719400,unity+offset,1790026877729305200,1790026877089706700,635012700,30,countdown_2,trial=4;rep=1;gesture_idx=0;gesture=Sonrisa
2026-09-21 21:41:18.725222600,1790026878725222600,unity+offset,1790026878727836100,1790026878090209900,635012700,31,countdown_1,trial=4;rep=1;gesture_idx=0;gesture=Sonrisa
2026-09-21 21:41:19.727614200,1790026879727614200,unity+offset,1790026879734007400,1790026879092601500,635012700,32,hold_start,trial=4;rep=1;gesture_idx=0;gesture=Sonrisa
2026-09-21 21:41:22.728305200,1790026882728305200,unity+offset,1790026882734641900,1790026882093292500,635012700,33,rest_start,reason=after_gesture;trial=4;rep=1;gesture_idx=0;gesture=Sonrisa
2026-09-21 21:41:27.731950400,1790026887731950400,unity+offset,1790026887738137100,1790026887096197100,635753300,34,gesture_show,trial=5;rep=1;gesture_idx=1;gesture=Disgusto
2026-09-21 21:41:27.732097800,1790026887732097800,unity+offset,1790026887741587200,1790026887096344500,635753300,35,countdown_3,trial=5;rep=1;gesture_idx=1;gesture=Disgusto
2026-09-21 21:41:28.734419800,1790026888734419800,unity+offset,1790026888738416600,1790026888098666500,635753300,36,countdown_2,trial=5;rep=1;gesture_idx=1;gesture=Disgusto
2026-09-21 21:41:29.735002400,1790026889735002400,unity+offset,1790026889738731200,1790026889099249100,635753300,37,countdown_1,trial=5;rep=1;gesture_idx=1;gesture=Disgusto
2026-09-21 21:41:30.738515700,1790026890738515700,unity+offset,1790026890742072900,1790026890102762400,635753300,38,hold_start,trial=5;rep=1;gesture_idx=1;gesture=Disgusto
2026-09-21 21:41:33.739753700,1790026893739753700,unity+offset,1790026893743218300,1790026893104000400,635753300,39,rest_start,reason=after_gesture;trial=5;rep=1;gesture_idx=1;gesture=Disgusto
2026-09-21 21:41:38.740601500,1790026898740601500,unity+offset,1790026898744229000,1790026898104848200,635753300,40,gesture_show,trial=6;rep=1;gesture_idx=2;gesture=Sorprendido
2026-09-21 21:41:38.740670900,1790026898740670900,unity+offset,1790026898744478300,1790026898104917600,635753300,41,countdown_3,trial=6;rep=1;gesture_idx=2;gesture=Sorprendido
2026-09-21 21:41:39.743040500,1790026899743040500,unity+offset,1790026899747405700,1790026899107287200,635753300,42,countdown_2,trial=6;rep=1;gesture_idx=2;gesture=Sorprendido
2026-09-21 21:41:40.745278,1790026900745278000,unity+offset,1790026900749250300,1790026900109524700,635753300,43,countdown_1,trial=6;rep=1;gesture_idx=2;gesture=Sorprendido
2026-09-21 21:41:41.747094300,1790026901747094300,unity+offset,1790026901750786200,1790026901111341000,635753300,44,hold_start,trial=6;rep=1;gesture_idx=2;gesture=Sorprendido
2026-09-21 21:41:44.748390700,1790026904748390700,unity+offset,1790026904754888200,1790026904112637400,635753300,45,rest_start,reason=after_gesture;trial=6;rep=1;gesture_idx=2;gesture=Sorprendido
2026-09-21 21:41:49.749329500,1790026909749329500,unity+offset,1790026909753495200,1790026909113576200,635753300,46,gesture_show,trial=7;rep=1;gesture_idx=3;gesture=Triste
2026-09-21 21:41:49.749405700,1790026909749405700,unity+offset,1790026909754306400,1790026909113652400,635753300,47,countdown_3,trial=7;rep=1;gesture_idx=3;gesture=Triste
2026-09-21 21:41:50.751187400,1790026910751187400,unity+offset,1790026910756458900,1790026910115434100,635753300,48,countdown_2,trial=7;rep=1;gesture_idx=3;gesture=Triste
2026-09-21 21:41:51.752609600,1790026911752609600,unity+offset,1790026911759330700,1790026911116856300,635753300,49,countdown_1,trial=7;rep=1;gesture_idx=3;gesture=Triste
2026-09-21 21:41:52.753596300,1790026912753596300,unity+offset,1790026912759062900,1790026912117843000,635753300,50,hold_start,trial=7;rep=1;gesture_idx=3;gesture=Triste
2026-09-21 21:41:55.754945200,1790026915754945200,unity+offset,1790026915758717300,1790026915119191900,635753300,51,rest_start,reason=after_gesture;trial=7;rep=1;gesture_idx=3;gesture=Triste
2026-09-21 21:42:00.757673,1790026920757673000,unity+offset,1790026920765391700,1790026920121919700,635753300,52,gesture_show,trial=8;rep=2;gesture_idx=0;gesture=Sonrisa
2026-09-21 21:42:00.757755300,1790026920757755300,unity+offset,1790026920765975900,1790026920122002000,635753300,53,countdown_3,trial=8;rep=2;gesture_idx=0;gesture=Sonrisa
2026-09-21 21:42:01.758535500,1790026921758535500,unity+offset,1790026921763428900,1790026921122782200,635753300,54,countdown_2,trial=8;rep=2;gesture_idx=0;gesture=Sonrisa
2026-09-21 21:42:02.758653400,1790026922758653400,unity+offset,1790026922764439800,1790026922122900100,635753300,55,countdown_1,trial=8;rep=2;gesture_idx=0;gesture=Sonrisa
2026-09-21 21:42:03.760646600,1790026923760646600,unity+offset,1790026923765504100,1790026923124893300,635753300,56,hold_start,trial=8;rep=2;gesture_idx=0;gesture=Sonrisa
2026-09-21 21:42:06.763343700,1790026926763343700,unity+offset,1790026926767991200,1790026926127590400,635753300,57,rest_start,reason=after_gesture;trial=8;rep=2;gesture_idx=0;gesture=Sonrisa
2026-09-21 21:42:11.763540800,1790026931763540800,unity+offset,1790026931766496100,1790026931127787500,635753300,58,gesture_show,trial=9;rep=2;gesture_idx=1;gesture=Disgusto
2026-09-21 21:42:11.763606300,1790026931763606300,unity+offset,1790026931767193800,1790026931127853000,635753300,59,countdown_3,trial=9;rep=2;gesture_idx=1;gesture=Disgusto
2026-09-21 21:42:12.764262200,1790026932764262200,unity+offset,1790026932768821100,1790026932128508900,635753300,60,countdown_2,trial=9;rep=2;gesture_idx=1;gesture=Disgusto
2026-09-21 21:42:13.766309100,1790026933766309100,unity+offset,1790026933774358000,1790026933130555800,635753300,61,countdown_1,trial=9;rep=2;gesture_idx=1;gesture=Disgusto
2026-09-21 21:42:14.766641800,1790026934766641800,unity+offset,1790026934770561700,1790026934130888500,635753300,62,hold_start,trial=9;rep=2;gesture_idx=1;gesture=Disgusto
2026-09-21 21:42:17.770545600,1790026937770545600,unity+offset,1790026937775217700,1790026937134792300,635753300,63,rest_start,reason=after_gesture;trial=9;rep=2;gesture_idx=1;gesture=Disgusto
2026-09-21 21:42:22.771923300,1790026942771923300,unity+offset,1790026942777777700,1790026942136170000,635753300,64,gesture_show,trial=10;rep=2;gesture_idx=2;gesture=Sorprendido
2026-09-21 21:42:22.772006900,1790026942772006900,unity+offset,1790026942779173200,1790026942136253600,635753300,65,countdown_3,trial=10;rep=2;gesture_idx=2;gesture=Sorprendido
2026-09-21 21:42:23.772761100,1790026943772761100,unity+offset,1790026943777135700,1790026943137007800,635753300,66,countdown_2,trial=10;rep=2;gesture_idx=2;gesture=Sorprendido
2026-09-21 21:42:24.775008800,1790026944775008800,unity+offset,1790026944778162100,1790026944139255500,635753300,67,countdown_1,trial=10;rep=2;gesture_idx=2;gesture=Sorprendido
2026-09-21 21:42:25.776934800,1790026945776934800,unity+offset,1790026945780390900,1790026945141181500,635753300,68,hold_start,trial=10;rep=2;gesture_idx=2;gesture=Sorprendido
2026-09-21 21:42:28.778559,1790026948778559000,unity+offset,1790026948780646500,1790026948142331000,636228000,69,rest_start,reason=after_gesture;trial=10;rep=2;gesture_idx=2;gesture=Sorprendido
2026-09-21 21:42:33.779440400,1790026953779440400,unity+offset,1790026953782278600,1790026953143212400,636228000,70,gesture_show,trial=11;rep=2;gesture_idx=3;gesture=Triste
2026-09-21 21:42:33.779525600,1790026953779525600,unity+offset,1790026953783253900,1790026953143297600,636228000,71,countdown_3,trial=11;rep=2;gesture_idx=3;gesture=Triste
2026-09-21 21:42:34.781319800,1790026954781319800,unity+offset,1790026954786043600,1790026954145091800,636228000,72,countdown_2,trial=11;rep=2;gesture_idx=3;gesture=Triste
2026-09-21 21:42:35.784186100,1790026955784186100,unity+offset,1790026955786742200,1790026955147958100,636228000,73,countdown_1,trial=11;rep=2;gesture_idx=3;gesture=Triste
2026-09-21 21:42:36.786703600,1790026956786703600,unity+offset,1790026956789499000,1790026956150475600,636228000,74,hold_start,trial=11;rep=2;gesture_idx=3;gesture=Triste
2026-09-21 21:42:39.789279500,1790026959789279500,unity+offset,1790026959792703800,1790026959153051500,636228000,75,rest_start,reason=after_gesture;trial=11;rep=2;gesture_idx=3;gesture=Triste
2026-09-21 21:42:44.789667700,1790026964789667700,unity+offset,1790026964795260500,1790026964153439700,636228000,76,gesture_show,trial=12;rep=3;gesture_idx=0;gesture=Sonrisa
2026-09-21 21:42:44.789745,1790026964789745000,unity+offset,1790026964795903100,1790026964153517000,636228000,77,countdown_3,trial=12;rep=3;gesture_idx=0;gesture=Sonrisa
2026-09-21 21:42:45.790363600,1790026965790363600,unity+offset,1790026965794808400,1790026965154135600,636228000,78,countdown_2,trial=12;rep=3;gesture_idx=0;gesture=Sonrisa
2026-09-21 21:42:46.792263,1790026966792263000,unity+offset,1790026966796971700,1790026966156035000,636228000,79,countdown_1,trial=12;rep=3;gesture_idx=0;gesture=Sonrisa
2026-09-21 21:42:47.793801400,1790026967793801400,unity+offset,1790026967798709200,1790026967157573400,636228000,80,hold_start,trial=12;rep=3;gesture_idx=0;gesture=Sonrisa
2026-09-21 21:42:50.797199700,1790026970797199700,unity+offset,1790026970803476800,1790026970160971700,636228000,81,rest_start,reason=after_gesture;trial=12;rep=3;gesture_idx=0;gesture=Sonrisa
2026-09-21 21:42:55.798311100,1790026975798311100,unity+offset,1790026975811499300,1790026975162083100,636228000,82,gesture_show,trial=13;rep=3;gesture_idx=1;gesture=Disgusto
2026-09-21 21:42:55.798392200,1790026975798392200,unity+offset,1790026975812075300,1790026975162164200,636228000,83,countdown_3,trial=13;rep=3;gesture_idx=1;gesture=Disgusto
2026-09-21 21:42:56.800265800,1790026976800265800,unity+offset,1790026976810742200,1790026976164037800,636228000,84,countdown_2,trial=13;rep=3;gesture_idx=1;gesture=Disgusto
2026-09-21 21:42:57.800874400,1790026977800874400,unity+offset,1790026977804216400,1790026977164646400,636228000,85,countdown_1,trial=13;rep=3;gesture_idx=1;gesture=Disgusto
2026-09-21 21:42:58.802005500,1790026978802005500,unity+offset,1790026978806060500,1790026978165777500,636228000,86,hold_start,trial=13;rep=3;gesture_idx=1;gesture=Disgusto
2026-09-21 21:43:01.802336800,1790026981802336800,unity+offset,1790026981806957900,1790026981166108800,636228000,87,rest_start,reason=after_gesture;trial=13;rep=3;gesture_idx=1;gesture=Disgusto
2026-09-21 21:43:06.803460,1790026986803460000,unity+offset,1790026986807063700,1790026986167232000,636228000,88,gesture_show,trial=14;rep=3;gesture_idx=2;gesture=Sorprendido
2026-09-21 21:43:06.803569900,1790026986803569900,unity+offset,1790026986807517700,1790026986167341900,636228000,89,countdown_3,trial=14;rep=3;gesture_idx=2;gesture=Sorprendido
2026-09-21 21:43:07.804768500,1790026987804768500,unity+offset,1790026987808665900,1790026987168540500,636228000,90,countdown_2,trial=14;rep=3;gesture_idx=2;gesture=Sorprendido
2026-09-21 21:43:08.805652100,1790026988805652100,unity+offset,1790026988812833200,1790026988169424100,636228000,91,countdown_1,trial=14;rep=3;gesture_idx=2;gesture=Sorprendido
2026-09-21 21:43:09.807641600,1790026989807641600,unity+offset,1790026989813599200,1790026989171413600,636228000,92,hold_start,trial=14;rep=3;gesture_idx=2;gesture=Sorprendido
2026-09-21 21:43:12.807902200,1790026992807902200,unity+offset,1790026992812450900,1790026992171674200,636228000,93,rest_start,reason=after_gesture;trial=14;rep=3;gesture_idx=2;gesture=Sorprendido
2026-09-21 21:43:17.810496100,1790026997810496100,unity+offset,1790026997816090800,1790026997174268100,636228000,94,gesture_show,trial=15;rep=3;gesture_idx=3;gesture=Triste
2026-09-21 21:43:17.810611100,1790026997810611100,unity+offset,1790026997816293100,1790026997174383100,636228000,95,countdown_3,trial=15;rep=3;gesture_idx=3;gesture=Triste
2026-09-21 21:43:18.810811400,1790026998810811400,unity+offset,1790026998821184600,1790026998174583400,636228000,96,countdown_2,trial=15;rep=3;gesture_idx=3;gesture=Triste
2026-09-21 21:43:19.813407600,1790026999813407600,unity+offset,1790026999818619300,1790026999177179600,636228000,97,countdown_1,trial=15;rep=3;gesture_idx=3;gesture=Triste
2026-09-21 21:43:20.813749500,1790027000813749500,unity+offset,1790027000819266100,1790027000177521500,636228000,98,hold_start,trial=15;rep=3;gesture_idx=3;gesture=Triste
2026-09-21 21:43:23.814952600,1790027003814952600,unity+offset,1790027003820172100,1790027003178724600,636228000,99,rest_start,reason=after_gesture;trial=15;rep=3;gesture_idx=3;gesture=Triste
2026-09-21 21:43:28.817716800,1790027008817716800,unity+offset,1790027008824155200,1790027008181488800,636228000,100,gesture_show,trial=16;rep=4;gesture_idx=0;gesture=Sonrisa
2026-09-21 21:43:28.817795500,1790027008817795500,unity+offset,1790027008826368300,1790027008181567500,636228000,101,countdown_3,trial=16;rep=4;gesture_idx=0;gesture=Sonrisa
2026-09-21 21:43:29.819016100,1790027009819016100,unity+offset,1790027009825894900,1790027009182788100,636228000,102,countdown_2,trial=16;rep=4;gesture_idx=0;gesture=Sonrisa
2026-09-21 21:43:30.820176500,1790027010820176500,unity+offset,1790027010823535400,1790027010184002400,636174100,103,countdown_1,trial=16;rep=4;gesture_idx=0;gesture=Sonrisa
2026-09-21 21:43:31.821261450,1790027011821261450,unity+offset,1790027011823452000,1790027011184419300,636842150,104,hold_start,trial=16;rep=4;gesture_idx=0;gesture=Sonrisa
2026-09-21 21:43:34.823538350,1790027014823538350,unity+offset,1790027014828584100,1790027014186696200,636842150,105,rest_start,reason=after_gesture;trial=16;rep=4;gesture_idx=0;gesture=Sonrisa
